week,lane,region,mode,carrier,units,spend_usd,on_time_pct,damage_rate_pct,invoice_accuracy_pct,days_to_settle,fuel_share,week_start
21,AMS→MAD,Europe,Truckload,Northwind Freight,10811,37339.17,89,0.224,96.32,47,0.32,2025-07-21
21,WAW→LHR,Europe,Truckload,Atlas Logistics,29143,96034.48,98.04,0.249,98.72,46,0.32,2025-07-21
21,WAW→FRA,Europe,Intermodal,Pacific Rail Co,13852,30755.01,99.02,0.553,97.84,43,0.18,2025-07-21
21,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,56129,195209.53,95.89,0.375,96.62,44,0.32,2025-07-21
21,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,19132,49457.05,91.7,0.408,97.15,45,0.18,2025-07-21
21,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,50520,115591.28,95.4,0.225,96.98,43,0.18,2025-07-21
21,SIN→SYD,Asia Pacific,LTL,Northwind Freight,25473,129489.47,97.06,0.336,98.81,46,0.28,2025-07-21
21,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,40994,99436.07,95.16,0.489,98.79,39,0.18,2025-07-21
21,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,50016,145668.24,96.56,0.325,98.31,43,0.32,2025-07-21
21,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,23021,116724.54,95.84,0.619,98.23,43,0.28,2025-07-21
21,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,11834,41394.3,90.82,0.57,98.25,38,0.32,2025-07-21
22,LAX→ORD,North America,Truckload,BlueLine Express,17495,60296.22,90.74,0.223,99.06,40,0.32,2025-07-28
22,SEA→ORD,North America,Truckload,Northwind Freight,47396,149976.6,94.33,0.197,97.49,42,0.32,2025-07-28
22,SEA→LAX,North America,LTL,Atlas Logistics,18861,89477.81,94.54,0.286,98.42,44,0.28,2025-07-28
22,EWR→MEM,North America,Truckload,Meridian Carriers,41744,147309.9,93.27,0.486,96.06,42,0.32,2025-07-28
22,DFW→EWR,North America,LTL,Northwind Freight,17106,78861.05,91.66,0.592,98.43,40,0.28,2025-07-28
22,DFW→LAX,North America,LTL,Atlas Logistics,38726,185064.86,93.33,0.344,96.61,39,0.28,2025-07-28
22,ORD→PHX,North America,Air,Skyway Cargo,16151,154605.13,90.98,0.613,96.58,45,0.42,2025-07-28
22,PHX→ATL,North America,LTL,Atlas Logistics,25510,122204.32,93.29,0.681,97.9,45,0.28,2025-07-28
22,MAD→MXP,Europe,Truckload,Meridian Carriers,24195,74479.38,89.15,0.618,96.5,47,0.32,2025-07-28
22,MXP→FRA,Europe,LTL,BlueLine Express,49119,226610.17,94.04,0.502,97.76,46,0.28,2025-07-28
22,FRA→MXP,Europe,Air,Skyway Cargo,24902,228795.51,98.26,0.589,97.46,40,0.42,2025-07-28
22,AMS→MAD,Europe,Truckload,Northwind Freight,11457,38526.22,89.25,0.236,99.47,45,0.32,2025-07-28
22,WAW→LHR,Europe,Truckload,Atlas Logistics,25109,86510.09,97.36,0.185,98.91,43,0.32,2025-07-28
22,WAW→FRA,Europe,Intermodal,Pacific Rail Co,14340,32415.84,96.99,0.548,98.52,39,0.18,2025-07-28
22,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,49028,178368.12,99.28,0.366,97.6,45,0.32,2025-07-28
22,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,16943,43297.58,88.33,0.431,98.09,46,0.18,2025-07-28
22,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,48246,112739.68,97.11,0.239,97.92,47,0.18,2025-07-28
22,SIN→SYD,Asia Pacific,LTL,Northwind Freight,28790,148395.18,94.47,0.371,97.01,44,0.28,2025-07-28
22,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,39793,96300.35,92.12,0.391,97.15,47,0.18,2025-07-28
22,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,45788,135433.66,99.11,0.286,96.6,43,0.32,2025-07-28
22,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,20266,105862.8,97.27,0.622,96.11,41,0.28,2025-07-28
22,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,11272,38299.09,90.91,0.563,96.48,45,0.32,2025-07-28
23,LAX→ORD,North America,Truckload,BlueLine Express,20195,65522.4,90.02,0.266,98.66,44,0.32,2025-08-04
23,SEA→ORD,North America,Truckload,Northwind Freight,48400,154169.97,95.71,0.257,96.16,43,0.32,2025-08-04
23,SEA→LAX,North America,LTL,Atlas Logistics,17887,84585.24,93.68,0.206,96.12,43,0.28,2025-08-04
23,EWR→MEM,North America,Truckload,Meridian Carriers,36632,129480.44,95.67,0.588,98.54,46,0.32,2025-08-04
23,DFW→EWR,North America,LTL,Northwind Freight,17847,79596.9,91.58,0.534,96.56,44,0.28,2025-08-04
23,DFW→LAX,North America,LTL,Atlas Logistics,41492,202583.75,93.29,0.262,98.89,40,0.28,2025-08-04
23,ORD→PHX,North America,Air,Skyway Cargo,15654,144234.7,92.02,0.627,98.54,45,0.42,2025-08-04
23,PHX→ATL,North America,LTL,Atlas Logistics,26057,122984.15,90.9,0.736,99.37,41,0.28,2025-08-04
23,MAD→MXP,Europe,Truckload,Meridian Carriers,22718,70098.64,89.08,0.617,99.18,41,0.32,2025-08-04
23,MXP→FRA,Europe,LTL,BlueLine Express,46421,206915.01,94.49,0.433,99.27,43,0.28,2025-08-04
23,FRA→MXP,Europe,Air,Skyway Cargo,20529,204155.09,98.06,0.579,97.32,41,0.42,2025-08-04
23,AMS→MAD,Europe,Truckload,Northwind Freight,9992,33351.09,91,0.16,99.22,40,0.32,2025-08-04
23,WAW→LHR,Europe,Truckload,Atlas Logistics,28582,98205.74,96.13,0.228,99.36,40,0.32,2025-08-04
23,WAW→FRA,Europe,Intermodal,Pacific Rail Co,14861,35633.23,97.25,0.581,99.5,42,0.18,2025-08-04
23,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,56773,204839.22,98.62,0.406,97.37,45,0.32,2025-08-04
23,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,19785,50094.33,91.85,0.447,97.26,38,0.18,2025-08-04
23,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,45718,105118.01,98.21,0.223,98.7,39,0.18,2025-08-04
23,SIN→SYD,Asia Pacific,LTL,Northwind Freight,30237,160382.48,94.31,0.306,96.13,40,0.28,2025-08-04
23,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,37911,94857.87,95.92,0.455,98.15,38,0.18,2025-08-04
23,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,49435,151996.09,97.23,0.28,96.28,40,0.32,2025-08-04
23,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,23304,117015.58,96.98,0.632,97.85,47,0.28,2025-08-04
23,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,12127,43160.49,89.5,0.679,97.55,44,0.32,2025-08-04
24,LAX→ORD,North America,Truckload,BlueLine Express,20064,67625.41,88.35,0.217,99.44,40,0.32,2025-08-11
24,SEA→ORD,North America,Truckload,Northwind Freight,46562,146181.85,96.87,0.194,96.21,47,0.32,2025-08-11
24,SEA→LAX,North America,LTL,Atlas Logistics,19089,91857.41,96.04,0.245,98.4,40,0.28,2025-08-11
24,EWR→MEM,North America,Truckload,Meridian Carriers,44383,158143.25,94.45,0.548,98.85,43,0.32,2025-08-11
24,DFW→EWR,North America,LTL,Northwind Freight,16419,78270.97,89.61,0.535,97.67,44,0.28,2025-08-11
24,DFW→LAX,North America,LTL,Atlas Logistics,44950,216017.73,91.79,0.319,97.55,41,0.28,2025-08-11
24,ORD→PHX,North America,Air,Skyway Cargo,16807,153419.85,90.73,0.553,98.94,40,0.42,2025-08-11
24,PHX→ATL,North America,LTL,Atlas Logistics,25166,127636.55,92.26,0.683,97.95,39,0.28,2025-08-11
24,MAD→MXP,Europe,Truckload,Meridian Carriers,21342,66984.19,89.9,0.625,97.32,40,0.32,2025-08-11
24,MXP→FRA,Europe,LTL,BlueLine Express,43502,201261.4,94.64,0.391,97.04,40,0.28,2025-08-11
24,FRA→MXP,Europe,Air,Skyway Cargo,23303,227456.52,97.17,0.538,99.09,45,0.42,2025-08-11
24,AMS→MAD,Europe,Truckload,Northwind Freight,10542,35542.09,88.88,0.248,97.17,44,0.32,2025-08-11
24,WAW→LHR,Europe,Truckload,Atlas Logistics,27468,96984.42,96.36,0.211,98.95,45,0.32,2025-08-11
24,WAW→FRA,Europe,Intermodal,Pacific Rail Co,15591,35351.92,99.41,0.59,96.78,46,0.18,2025-08-11
24,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,54862,199078.35,96.18,0.418,97.74,45,0.32,2025-08-11
24,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,17090,46662.03,90.18,0.465,97.11,40,0.18,2025-08-11
24,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,46875,108624.2,96.62,0.2,98.82,41,0.18,2025-08-11
24,SIN→SYD,Asia Pacific,LTL,Northwind Freight,26529,136186.38,94.75,0.453,98.63,40,0.28,2025-08-11
24,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,35321,85548.69,94.46,0.353,99.3,39,0.18,2025-08-11
24,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,47440,138729.84,96.27,0.265,96.79,38,0.32,2025-08-11
24,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,20044,105266.87,95.89,0.543,96.56,45,0.28,2025-08-11
24,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,11368,39846.27,90.21,0.579,97.93,39,0.32,2025-08-11
25,LAX→ORD,North America,Truckload,BlueLine Express,18937,65154.59,88.23,0.237,96.57,43,0.32,2025-08-18
25,SEA→ORD,North America,Truckload,Northwind Freight,46528,147325.16,95.41,0.231,96.78,44,0.32,2025-08-18
25,SEA→LAX,North America,LTL,Atlas Logistics,20804,101112.98,95.62,0.254,97.03,41,0.28,2025-08-18
25,EWR→MEM,North America,Truckload,Meridian Carriers,37321,131336.74,94.75,0.594,97.67,44,0.32,2025-08-18
25,DFW→EWR,North America,LTL,Northwind Freight,17636,82234.31,89.28,0.605,96.76,47,0.28,2025-08-18
25,DFW→LAX,North America,LTL,Atlas Logistics,39873,198114.34,93.24,0.28,98.08,46,0.28,2025-08-18
25,ORD→PHX,North America,Air,Skyway Cargo,17833,170947.34,92.15,0.563,99.13,46,0.42,2025-08-18
25,PHX→ATL,North America,LTL,Atlas Logistics,27430,133976.1,94.32,0.613,97.4,40,0.28,2025-08-18
25,MAD→MXP,Europe,Truckload,Meridian Carriers,25547,79857.87,88.98,0.612,99.48,45,0.32,2025-08-18
25,MXP→FRA,Europe,LTL,BlueLine Express,44843,206590.33,97,0.517,96.83,44,0.28,2025-08-18
25,FRA→MXP,Europe,Air,Skyway Cargo,23541,217535.86,98.71,0.447,96.35,43,0.42,2025-08-18
25,AMS→MAD,Europe,Truckload,Northwind Freight,10395,34418.69,89.15,0.275,98.99,46,0.32,2025-08-18
25,WAW→LHR,Europe,Truckload,Atlas Logistics,29598,103385.04,97.68,0.21,96.97,43,0.32,2025-08-18
25,WAW→FRA,Europe,Intermodal,Pacific Rail Co,16054,37996.44,97.07,0.654,99.43,45,0.18,2025-08-18
25,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,55447,203781.3,98.11,0.342,99.33,41,0.32,2025-08-18
25,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,17945,45564.7,88.63,0.47,97.85,43,0.18,2025-08-18
25,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,53623,123090.02,99.04,0.282,96.3,39,0.18,2025-08-18
25,SIN→SYD,Asia Pacific,LTL,Northwind Freight,29063,150700.36,96.22,0.374,98.48,46,0.28,2025-08-18
25,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,37955,97368.48,92.84,0.38,96.52,40,0.18,2025-08-18
25,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,47637,148579.84,99.5,0.353,97.8,41,0.32,2025-08-18
25,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,21313,107826.86,94.04,0.555,97.23,39,0.28,2025-08-18
25,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,12050,40782.99,91.69,0.661,97.02,41,0.32,2025-08-18
26,LAX→ORD,North America,Truckload,BlueLine Express,19005,61995.87,89.61,0.305,96.47,45,0.32,2025-08-25
26,SEA→ORD,North America,Truckload,Northwind Freight,53515,162583.49,97.8,0.259,97.48,40,0.32,2025-08-25
26,SEA→LAX,North America,LTL,Atlas Logistics,19110,93161.38,94.53,0.264,99.16,42,0.28,2025-08-25
26,EWR→MEM,North America,Truckload,Meridian Carriers,40537,147752.96,93.61,0.519,97.15,38,0.32,2025-08-25
26,DFW→EWR,North America,LTL,Northwind Freight,16932,80991.04,90.24,0.511,97.66,45,0.28,2025-08-25
26,DFW→LAX,North America,LTL,Atlas Logistics,41032,192133.74,91.68,0.287,96.96,40,0.28,2025-08-25
26,ORD→PHX,North America,Air,Skyway Cargo,15937,152313.64,92.74,0.613,98.64,41,0.42,2025-08-25
26,PHX→ATL,North America,LTL,Atlas Logistics,23539,115026.13,94.4,0.608,98.54,43,0.28,2025-08-25
26,MAD→MXP,Europe,Truckload,Meridian Carriers,22653,70025.78,92.55,0.741,97.98,42,0.32,2025-08-25
26,MXP→FRA,Europe,LTL,BlueLine Express,48800,226940.74,95.76,0.426,96.8,40,0.28,2025-08-25
26,FRA→MXP,Europe,Air,Skyway Cargo,21178,207526.2,98.15,0.505,98.51,46,0.42,2025-08-25
26,AMS→MAD,Europe,Truckload,Northwind Freight,10760,35302.54,89.98,0.279,96.19,43,0.32,2025-08-25
26,WAW→LHR,Europe,Truckload,Atlas Logistics,29619,105448.41,94.65,0.296,98.28,46,0.32,2025-08-25
26,WAW→FRA,Europe,Intermodal,Pacific Rail Co,14552,32678.6,98.4,0.589,96.33,45,0.18,2025-08-25
26,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,55041,206213.06,97.02,0.453,97.13,43,0.32,2025-08-25
26,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,16801,42844.39,90.52,0.438,98.57,40,0.18,2025-08-25
26,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,52282,119203.49,98.12,0.246,96.48,46,0.18,2025-08-25
26,SIN→SYD,Asia Pacific,LTL,Northwind Freight,28815,146538.89,96.91,0.383,98.41,40,0.28,2025-08-25
26,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,35311,87063.27,93.48,0.425,96.18,40,0.18,2025-08-25
26,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,44207,133083.41,96.53,0.345,96.16,41,0.32,2025-08-25
26,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,19665,103848.94,96.94,0.563,96.84,45,0.28,2025-08-25
26,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,11416,39143.64,93.44,0.615,99.46,47,0.32,2025-08-25
27,LAX→ORD,North America,Truckload,BlueLine Express,18710,61691.97,88.82,0.256,99.06,45,0.32,2025-09-01
27,SEA→ORD,North America,Truckload,Northwind Freight,48148,151586.7,94.52,0.17,99.26,45,0.32,2025-09-01
27,SEA→LAX,North America,LTL,Atlas Logistics,18294,83462.2,95.86,0.317,99.27,38,0.28,2025-09-01
27,EWR→MEM,North America,Truckload,Meridian Carriers,38987,137371.36,95.29,0.61,96.3,38,0.32,2025-09-01
27,DFW→EWR,North America,LTL,Northwind Freight,15684,69886.75,91.28,0.589,96.4,44,0.28,2025-09-01
27,DFW→LAX,North America,LTL,Atlas Logistics,44473,219290.1,91.99,0.269,98.17,43,0.28,2025-09-01
27,ORD→PHX,North America,Air,Skyway Cargo,17048,153726.32,92.82,0.564,96.76,42,0.42,2025-09-01
27,PHX→ATL,North America,LTL,Atlas Logistics,23348,111358.41,94.23,0.678,99.44,39,0.28,2025-09-01
27,MAD→MXP,Europe,Truckload,Meridian Carriers,23362,73501.09,91.9,0.726,98.16,40,0.32,2025-09-01
27,MXP→FRA,Europe,LTL,BlueLine Express,45679,207046.98,95.38,0.497,96.21,44,0.28,2025-09-01
27,FRA→MXP,Europe,Air,Skyway Cargo,21392,207745.59,96.67,0.5,98.39,40,0.42,2025-09-01
27,AMS→MAD,Europe,Truckload,Northwind Freight,11734,38971.89,89.51,0.2,96.6,41,0.32,2025-09-01
27,WAW→LHR,Europe,Truckload,Atlas Logistics,25826,89742.94,95.56,0.24,96.82,41,0.32,2025-09-01
27,WAW→FRA,Europe,Intermodal,Pacific Rail Co,13808,32550.33,97.38,0.627,96.59,39,0.18,2025-09-01
27,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,55114,200482.57,95.64,0.449,97.46,43,0.32,2025-09-01
27,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,19496,53329.36,88.54,0.36,96.17,41,0.18,2025-09-01
27,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,45414,102215.58,95.16,0.183,98.13,40,0.18,2025-09-01
27,SIN→SYD,Asia Pacific,LTL,Northwind Freight,26281,142443.36,95.92,0.368,99.15,44,0.28,2025-09-01
27,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,36157,87992.88,95.18,0.437,96.65,42,0.18,2025-09-01
27,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,46816,145702.04,96.83,0.36,96.4,42,0.32,2025-09-01
27,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,23306,118853.5,95.31,0.576,97.03,40,0.28,2025-09-01
27,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,13003,44160.08,90.01,0.651,96.37,42,0.32,2025-09-01
28,LAX→ORD,North America,Truckload,BlueLine Express,16799,58324.54,90.27,0.275,99.37,40,0.32,2025-09-08
28,SEA→ORD,North America,Truckload,Northwind Freight,48989,146933.71,95.57,0.29,96.1,44,0.32,2025-09-08
28,SEA→LAX,North America,LTL,Atlas Logistics,17960,82185.29,93.65,0.205,96.61,41,0.28,2025-09-08
28,EWR→MEM,North America,Truckload,Meridian Carriers,43538,159460.99,91.89,0.592,96.8,43,0.32,2025-09-08
28,DFW→EWR,North America,LTL,Northwind Freight,15735,71276.17,91.98,0.634,98.63,39,0.28,2025-09-08
28,DFW→LAX,North America,LTL,Atlas Logistics,41371,199784.21,90.43,0.264,97.49,46,0.28,2025-09-08
28,ORD→PHX,North America,Air,Skyway Cargo,16518,152287.17,90.14,0.607,96.64,38,0.42,2025-09-08
28,PHX→ATL,North America,LTL,Atlas Logistics,27597,133557.93,94.19,0.644,98.81,38,0.28,2025-09-08
28,MAD→MXP,Europe,Truckload,Meridian Carriers,22192,67147.29,92.23,0.716,98.52,41,0.32,2025-09-08
28,MXP→FRA,Europe,LTL,BlueLine Express,49986,226654.2,95.41,0.501,98.06,41,0.28,2025-09-08
28,FRA→MXP,Europe,Air,Skyway Cargo,22630,214789.08,95.61,0.48,97.28,45,0.42,2025-09-08
28,AMS→MAD,Europe,Truckload,Northwind Freight,10414,35051.26,88.89,0.177,98.64,39,0.32,2025-09-08
28,WAW→LHR,Europe,Truckload,Atlas Logistics,28006,95792.36,95.73,0.297,98.27,38,0.32,2025-09-08
28,WAW→FRA,Europe,Intermodal,Pacific Rail Co,13442,31313.61,98.04,0.559,99.16,41,0.18,2025-09-08
28,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,56430,201892.76,99.15,0.37,96.77,40,0.32,2025-09-08
28,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,18346,47525.01,91.85,0.444,97.86,44,0.18,2025-09-08
28,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,53792,125101.96,98.99,0.31,98.48,45,0.18,2025-09-08
28,SIN→SYD,Asia Pacific,LTL,Northwind Freight,30580,155600.16,96.24,0.411,96.52,44,0.28,2025-09-08
28,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,40371,102735.49,92.81,0.398,97.34,44,0.18,2025-09-08
28,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,46015,140919.63,96.57,0.288,96.14,43,0.32,2025-09-08
28,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,21092,106971.59,94.9,0.61,97.84,46,0.28,2025-09-08
28,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,11206,37547.43,92.01,0.702,98.01,38,0.32,2025-09-08
29,LAX→ORD,North America,Truckload,BlueLine Express,20074,65260.21,90.76,0.244,98.09,40,0.32,2025-09-15
29,SEA→ORD,North America,Truckload,Northwind Freight,51850,157482.8,95.7,0.151,97.36,39,0.32,2025-09-15
29,SEA→LAX,North America,LTL,Atlas Logistics,17394,82310.05,94.97,0.199,98,42,0.28,2025-09-15
29,EWR→MEM,North America,Truckload,Meridian Carriers,38588,135334.37,93.5,0.623,98.88,46,0.32,2025-09-15
29,DFW→EWR,North America,LTL,Northwind Freight,18117,80910.3,90.78,0.574,96.07,45,0.28,2025-09-15
29,DFW→LAX,North America,LTL,Atlas Logistics,43051,208032,93.7,0.247,97.58,38,0.28,2025-09-15
29,ORD→PHX,North America,Air,Skyway Cargo,16551,156647.37,91.39,0.587,99.01,42,0.42,2025-09-15
29,PHX→ATL,North America,LTL,Atlas Logistics,27436,135521.58,92,0.625,98.18,42,0.28,2025-09-15
29,MAD→MXP,Europe,Truckload,Meridian Carriers,25287,82070.71,89.85,0.761,98.86,40,0.32,2025-09-15
29,MXP→FRA,Europe,LTL,BlueLine Express,44911,201620.25,94.61,0.434,96.86,39,0.28,2025-09-15
29,FRA→MXP,Europe,Air,Skyway Cargo,22675,211252.71,98.58,0.48,99.43,44,0.42,2025-09-15
29,AMS→MAD,Europe,Truckload,Northwind Freight,10751,36480.98,90.81,0.166,97.22,44,0.32,2025-09-15
29,WAW→LHR,Europe,Truckload,Atlas Logistics,25743,86480.11,94.96,0.231,96.32,39,0.32,2025-09-15
29,WAW→FRA,Europe,Intermodal,Pacific Rail Co,15013,35309.74,99.02,0.586,96.37,46,0.18,2025-09-15
29,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,49723,184060.27,97.37,0.442,97.37,41,0.32,2025-09-15
29,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,19179,49813.54,91.6,0.393,97.16,39,0.18,2025-09-15
29,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,46881,105273.48,97.04,0.296,96.43,40,0.18,2025-09-15
29,SIN→SYD,Asia Pacific,LTL,Northwind Freight,29009,155571.47,96.9,0.411,98.4,44,0.28,2025-09-15
29,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,37147,92688.33,92.6,0.449,96.33,40,0.18,2025-09-15
29,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,49235,143340.48,98.12,0.307,96.13,41,0.32,2025-09-15
29,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,20234,105290.49,94.38,0.626,99.11,47,0.28,2025-09-15
29,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,12167,40683.1,93.12,0.69,98.73,45,0.32,2025-09-15
30,LAX→ORD,North America,Truckload,BlueLine Express,18242,59143.98,89.17,0.301,97.96,38,0.32,2025-09-22
30,SEA→ORD,North America,Truckload,Northwind Freight,53339,166905.73,95.51,0.189,96.07,44,0.32,2025-09-22
30,SEA→LAX,North America,LTL,Atlas Logistics,17331,82510.69,93.74,0.266,99.33,42,0.28,2025-09-22
30,EWR→MEM,North America,Truckload,Meridian Carriers,40662,140734.14,93.41,0.498,99.26,47,0.32,2025-09-22
30,DFW→EWR,North America,LTL,Northwind Freight,17816,82361.43,90.37,0.573,99.49,44,0.28,2025-09-22
30,DFW→LAX,North America,LTL,Atlas Logistics,40167,184427.39,92.86,0.241,98.47,44,0.28,2025-09-22
30,ORD→PHX,North America,Air,Skyway Cargo,15963,152134.9,91.33,0.609,98.1,40,0.42,2025-09-22
30,PHX→ATL,North America,LTL,Atlas Logistics,24843,124652.81,93.25,0.606,99.07,45,0.28,2025-09-22
30,MAD→MXP,Europe,Truckload,Meridian Carriers,24894,76654.65,90.39,0.615,99.29,47,0.32,2025-09-22
30,MXP→FRA,Europe,LTL,BlueLine Express,43217,195320.88,96.87,0.466,99.44,42,0.28,2025-09-22
30,FRA→MXP,Europe,Air,Skyway Cargo,23574,214044.7,97.18,0.574,97.25,42,0.42,2025-09-22
30,AMS→MAD,Europe,Truckload,Northwind Freight,10758,36416.44,90.54,0.259,98.77,39,0.32,2025-09-22
30,WAW→LHR,Europe,Truckload,Atlas Logistics,28120,95412.94,97.96,0.173,96.43,41,0.32,2025-09-22
30,WAW→FRA,Europe,Intermodal,Pacific Rail Co,15924,37846.6,98.69,0.608,98.12,44,0.18,2025-09-22
30,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,49237,177359.62,98.2,0.434,98.64,42,0.32,2025-09-22
30,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,18044,46877.2,91.91,0.406,97.21,44,0.18,2025-09-22
30,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,53968,125380.38,95.19,0.299,98.4,46,0.18,2025-09-22
30,SIN→SYD,Asia Pacific,LTL,Northwind Freight,24926,125063.41,96.61,0.429,97.47,42,0.28,2025-09-22
30,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,35589,88366.56,94.72,0.457,97.58,42,0.18,2025-09-22
30,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,45126,138685.58,96.27,0.251,98.07,44,0.32,2025-09-22
30,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,18922,99152.2,93.83,0.55,98.44,44,0.28,2025-09-22
30,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,12014,41762.11,91.47,0.672,97.32,41,0.32,2025-09-22
31,LAX→ORD,North America,Truckload,BlueLine Express,19360,63473.12,91.32,0.18,98.3,45,0.32,2025-09-29
31,SEA→ORD,North America,Truckload,Northwind Freight,54082,170879.27,98,0.169,98.21,39,0.32,2025-09-29
31,SEA→LAX,North America,LTL,Atlas Logistics,19407,88952.83,93.31,0.28,99.37,46,0.28,2025-09-29
31,EWR→MEM,North America,Truckload,Meridian Carriers,36426,127220.95,94.48,0.584,97.35,40,0.32,2025-09-29
31,DFW→EWR,North America,LTL,Northwind Freight,17547,77184.1,90.14,0.605,98.98,39,0.28,2025-09-29
31,DFW→LAX,North America,LTL,Atlas Logistics,42379,206679.64,93.4,0.283,96.43,41,0.28,2025-09-29
31,ORD→PHX,North America,Air,Skyway Cargo,16639,152707.09,90.53,0.543,96.64,42,0.42,2025-09-29
31,PHX→ATL,North America,LTL,Atlas Logistics,22887,108655.7,94.01,0.739,99.4,46,0.28,2025-09-29
31,MAD→MXP,Europe,Truckload,Meridian Carriers,24193,77861.36,90.13,0.756,98.93,46,0.32,2025-09-29
31,MXP→FRA,Europe,LTL,BlueLine Express,43046,197262.82,94.18,0.435,98.08,45,0.28,2025-09-29
31,FRA→MXP,Europe,Air,Skyway Cargo,22239,211649.27,97.14,0.445,97.35,45,0.42,2025-09-29
31,AMS→MAD,Europe,Truckload,Northwind Freight,11582,38554.9,90.11,0.283,98.53,47,0.32,2025-09-29
31,WAW→LHR,Europe,Truckload,Atlas Logistics,28541,97894.09,97.72,0.247,96.35,39,0.32,2025-09-29
31,WAW→FRA,Europe,Intermodal,Pacific Rail Co,13397,29717.22,98.26,0.666,97.97,45,0.18,2025-09-29
31,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,56712,201320.13,99.49,0.345,98.47,44,0.32,2025-09-29
31,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,17621,46753.95,90.7,0.468,98.09,46,0.18,2025-09-29
31,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,47519,107900.63,96.41,0.246,97.64,40,0.18,2025-09-29
